City_ID,City,Country,Date,Humidity,Lat,Lng,Max Temp,Cloudiness,Wind Speed
221,Siilinjarvi,FI,2021-09-14 20:01:09,93,63.0833,27.6667,41.02,90,6.91
222,Te Anau,NZ,2021-09-14 19:53:40,93,-45.4167,167.7167,30.61,53,0.81
223,Walvis Bay,NA,2021-09-14 19:51:14,62,-22.9575,14.5053,56.35,0,9.22
224,Lewistown,US,2021-09-14 20:01:10,57,40.5992,-77.5714,86.77,1,5.75
225,Mandalgovi,MN,2021-09-14 20:01:10,93,45.7625,106.2708,50.05,100,9.37
226,Rawson,AR,2021-09-14 20:01:10,30,-43.3002,-65.1023,60.44,23,21.45
227,Arraial Do Cabo,BR,2021-09-14 20:01:11,81,-22.9661,-42.0278,74.75,42,23.22
228,Columbus,US,2021-09-14 19:58:37,52,39.9612,-82.9988,90.32,40,1.99
229,Myre,NO,2021-09-14 20:01:12,74,69.1036,15.9492,46.35,30,2.44
230,Flin Flon,CA,2021-09-14 19:57:29,55,54.7682,-101.865,60.64,75,13.8
231,Jardim,BR,2021-09-14 20:01:12,28,-21.4803,-56.1381,95.11,80,8.01
232,Saint-Pierre,RE,2021-09-14 19:53:22,70,-21.3393,55.4781,69.44,20,4.61
233,Morehead,US,2021-09-14 20:01:13,55,37.2711,-87.1764,91.31,75,1.01
234,Ubatuba,BR,2021-09-14 20:01:13,55,-23.4339,-45.0711,82.17,90,1.97
235,Camden,US,2021-09-14 20:01:14,70,39.7835,-74.9663,89.4,100,3.0
236,Chegdomyn,RU,2021-09-14 20:01:14,96,51.1167,133.0167,43.99,48,1.14
237,Tyukhtet,RU,2021-09-14 20:01:15,97,56.5389,89.3011,34.63,10,5.7
238,Castro,BR,2021-09-14 19:51:23,85,-24.7911,-50.0119,67.35,100,6.17
239,Khanpur,PK,2021-09-14 20:01:15,44,28.6453,70.6567,91.53,0,6.26
240,Broken Hill,AU,2021-09-14 19:51:34,49,-31.95,141.4333,47.91,9,8.05
241,Amahai,ID,2021-09-14 19:51:43,86,-3.3333,128.9167,76.89,100,1.66
242,Bol,TD,2021-09-14 20:01:16,69,13.4586,14.7147,83.21,58,7.81
243,Norman Wells,CA,2021-09-14 19:53:23,81,65.282,-126.8329,48.24,75,2.3
244,Amarante Do Maranhao,BR,2021-09-14 20:01:17,25,-5.5667,-46.7422,97.03,34,6.76
245,Guerrero Negro,MX,2021-09-14 20:01:17,49,27.9769,-114.0611,81.09,0,14.9
246,Devonport,AU,2021-09-14 20:01:18,82,-41.1667,146.35,43.79,54,3.42
247,Bathsheba,BB,2021-09-14 19:52:33,74,13.2167,-59.5167,88.41,40,12.66
248,Shimoda,JP,2021-09-14 20:01:19,92,34.6667,138.95,71.28,100,17.11
249,Carnarvon,AU,2021-09-14 20:01:19,70,-24.8667,113.6333,63.73,0,14.72
250,Oxford,GB,2021-09-14 20:01:20,93,51.7522,-1.256,64.47,75,8.05
251,Lucapa,AO,2021-09-14 20:01:20,52,-8.4192,20.7447,75.9,57,2.73
252,Dicamay,PH,2021-09-14 20:01:20,96,16.7561,122.0037,72.63,5,2.48
253,Nedumangad,IN,2021-09-14 20:01:21,89,8.6,77.0,79.88,40,4.61
254,Shingu,JP,2021-09-14 20:01:21,96,33.7333,135.9833,71.91,100,5.55
